GenderSelect,Country,Age,EmployerIndustry,Gender Counts,,Age Counts,,Industry Counts,
Male,India,30,Internet-based,,,,,,
Male,India,29,Other,,,,,,
Male,Spain,37,Academic,,,,,,
Male,United States,21,,,,,,,
Male,South Africa,26,Financial,,,,,,
Male,India,34,Government,,,,,,
Female,Taiwan,24,,,,,,,
Female,United Kingdom,39,Financial,,,,,,
Male,Netherlands,25,Financial,,,,,,
Male,India,27,Other,,,,,,
Male,Australia,33,Academic,,,,,,
Male,India,24,,,,,,,
Male,Netherlands,56,Other,,,,,,
Male,India,21,,,,,,,
Male,India,26,Internet-based,,,,,,
Male,Japan,31,Mix of fields,,,,,,
Female,Singapore,25,,,,,,,
Male,Other,26,Insurance,,,,,,
Male,India,28,CRM/Marketing,,,,,,
Male,United States,16,Financial,,,,,,
Male,South Africa,39,Mix of fields,,,,,,
Male,India,25,Other,,,,,,
Male,France,45,,,,,,,
Female,France,32,Technology,,,,,,
Male,Hungary,50,Technology,,,,,,
Male,United States,65,Other,,,,,,
Male,Netherlands,30,Mix of fields,,,,,,
Male,India,28,Internet-based,,,,,,
Male,Spain,33,Technology,,,,,,
Male,United States,26,,,,,,,
Female,India,33,Telecommunications,,,,,,
Male,Indonesia,23,Academic,,,,,,
Male,Poland,26,Manufacturing,,,,,,
Male,India,33,Pharmaceutical,,,,,,
Male,Portugal,30,Financial,,,,,,
Female,People 's Republic of China,28,Technology,,,,,,
Male,Japan,35,Internet-based,,,,,,
Male,Russia,27,Academic,,,,,,
Female,Russia,33,Financial,,,,,,
Male,Other,27,Mix of fields,,,,,,
Male,India,44,Mix of fields,,,,,,
Male,India,32,Technology,,,,,,
"Non-binary, genderqueer, or gender non-conforming",Germany,28,,,,,,,
Male,Netherlands,25,CRM/Marketing,,,,,,
Male,India,21,,,,,,,
Male,India,21,,,,,,,
Male,Other,23,,,,,,,
Male,People 's Republic of China,22,,,,,,,
Male,United States,15,,,,,,,
Male,Other,29,,,,,,,
Male,Netherlands,31,Government,,,,,,
Male,Ukraine,27,Internet-based,,,,,,
Male,Ukraine,29,Financial,,,,,,
Male,Iran,31,Academic,,,,,,
Male,Indonesia,33,Other,,,,,,
Female,India,26,,,,,,,
Male,United Kingdom,22,Technology,,,,,,
Male,France,29,Technology,,,,,,
Male,United States,40,,,,,,,
Male,India,22,,,,,,,
Male,India,24,,,,,,,
Male,South Africa,53,Financial,,,,,,
Female,Norway,29,,,,,,,
Male,Sweden,29,Technology,,,,,,
Male,United States,20,Internet-based,,,,,,
Male,Philippines,37,Internet-based,,,,,,
Male,Belarus,26,Financial,,,,,,
Male,Poland,27,Technology,,,,,,
Female,Other,26,,,,,,,
Male,United States,34,,,,,,,
Male,Taiwan,48,,,,,,,
Male,Russia,24,,,,,,,
Male,India,30,Telecommunications,,,,,,
Male,Russia,43,Internet-based,,,,,,
Male,United States,20,,,,,,,
Male,Taiwan,26,Manufacturing,,,,,,
Male,India,27,Technology,,,,,,
Male,Ireland,41,Technology,,,,,,
Male,Japan,54,Retail,,,,,,
Male,India,21,,,,,,,
Male,United States,23,Insurance,,,,,,
Female,Canada,45,Technology,,,,,,
Female,Belgium,45,,,,,,,
Female,United States,49,Internet-based,,,,,,
Male,Russia,29,CRM/Marketing,,,,,,
Male,Other,35,,,,,,,
Male,India,37,Manufacturing,,,,,,
Male,South Korea,48,Government,,,,,,
Male,United Kingdom,48,Internet-based,,,,,,
Male,Taiwan,23,Internet-based,,,,,,
Male,Malaysia,24,,,,,,,
Male,South Africa,50,Financial,,,,,,
Male,Spain,42,Technology,,,,,,
Male,Indonesia,34,Academic,,,,,,
Male,India,22,Academic,,,,,,
Male,Ireland,24,Academic,,,,,,
Male,France,25,Academic,,,,,,
Male,India,20,,,,,,,
Male,India,22,Technology,,,,,,
Male,Other,29,Internet-based,,,,,,
Male,Ireland,39,Hospitality/Entertainment/Sports,,,,,,
Male,United States,26,Academic,,,,,,
Male,Other,50,Financial,,,,,,
Male,Belgium,25,,,,,,,
Male,United States,28,,,,,,,
Male,Poland,31,,,,,,,
Male,Australia,32,,,,,,,
Male,United Kingdom,65,Insurance,,,,,,
Male,France,55,Academic,,,,,,
Male,India,28,Technology,,,,,,
Male,Greece,36,Internet-based,,,,,,
Male,Germany,26,Academic,,,,,,
Male,Taiwan,21,Mix of fields,,,,,,
Male,Israel,28,Other,,,,,,
Male,India,21,,,,,,,
Male,India,27,Technology,,,,,,
Male,Other,29,Financial,,,,,,
Male,Australia,50,,,,,,,
Male,Spain,37,Hospitality/Entertainment/Sports,,,,,,
Male,India,23,,,,,,,
Male,France,25,CRM/Marketing,,,,,,
Male,India,23,,,,,,,
Male,Japan,22,,,,,,,
Male,Belgium,37,Non-profit,,,,,,
Male,India,35,Technology,,,,,,
Male,Singapore,49,Financial,,,,,,
Male,Russia,29,Internet-based,,,,,,
Female,New Zealand,41,Mix of fields,,,,,,
Female,India,23,,,,,,,
Male,Taiwan,31,Technology,,,,,,
Female,Nigeria,26,Technology,,,,,,
Male,Russia,31,,,,,,,
Male,India,21,,,,,,,
Female,Turkey,28,Other,,,,,,
Male,Italy,50,Telecommunications,,,,,,
Male,United States,27,Insurance,,,,,,
Male,Netherlands,23,Academic,,,,,,
Male,India,21,,,,,,,
Male,Other,22,,,,,,,
Male,India,49,Government,,,,,,
Male,India,35,,,,,,,
Male,Malaysia,32,Academic,,,,,,
Male,India,32,Technology,,,,,,
Male,South Africa,27,Mix of fields,,,,,,
Male,India,25,Pharmaceutical,,,,,,
Male,South Korea,NA,,,,,,,
Male,Belgium,37,Internet-based,,,,,,
Male,India,24,,,,,,,
Male,Israel,35,Academic,,,,,,
Male,India,24,Mix of fields,,,,,,
Male,India,28,Telecommunications,,,,,,
Male,Sweden,42,Internet-based,,,,,,
Female,Republic of China,24,,,,,,,
Male,United Kingdom,26,Technology,,,,,,
Male,India,26,Internet-based,,,,,,
Male,India,29,Internet-based,,,,,,
Female,India,22,,,,,,,
Female,France,30,,,,,,,
Male,Switzerland,27,,,,,,,
Male,Italy,53,Academic,,,,,,
Male,Pakistan,26,Academic,,,,,,
Male,Spain,40,Other,,,,,,
Male,South Africa,28,Financial,,,,,,
Male,Spain,39,Pharmaceutical,,,,,,
Male,France,56,Technology,,,,,,
Male,Germany,35,Academic,,,,,,
Male,Finland,41,CRM/Marketing,,,,,,
Male,Finland,27,Mix of fields,,,,,,
Male,Taiwan,24,Academic,,,,,,
Male,Russia,40,Manufacturing,,,,,,
Male,India,24,Technology,,,,,,
Male,India,23,Technology,,,,,,
Male,Germany,47,CRM/Marketing,,,,,,
Male,United Kingdom,30,Internet-based,,,,,,
Male,Australia,33,,,,,,,
Male,India,22,CRM/Marketing,,,,,,
Female,Netherlands,27,,,,,,,
Male,Germany,28,Academic,,,,,,
A different identity,Greece,34,Technology,,,,,,
Male,Ukraine,20,Non-profit,,,,,,
Male,Nigeria,23,,,,,,,
Male,Taiwan,29,Internet-based,,,,,,
Male,Spain,59,Technology,,,,,,
Male,India,24,,,,,,,
Female,Ireland,40,Manufacturing,,,,,,
Male,France,25,Other,,,,,,
Male,Sweden,39,Other,,,,,,
Male,Italy,17,,,,,,,
Male,Spain,35,Government,,,,,,
Male,Germany,33,Financial,,,,,,
Male,South Korea,35,,,,,,,
Male,France,27,Financial,,,,,,
Male,Russia,31,Financial,,,,,,
Male,Other,23,Academic,,,,,,
Male,United States,39,Other,,,,,,
Male,Hungary,30,Telecommunications,,,,,,
Male,India,31,Non-profit,,,,,,
Male,Norway,25,Military/Security,,,,,,
Male,United Kingdom,35,Insurance,,,,,,
Female,Ukraine,25,CRM/Marketing,,,,,,
Male,Singapore,24,,,,,,,
Male,India,34,,,,,,,
Male,United States,24,Other,,,,,,
Female,United Kingdom,29,Technology,,,,,,
Female,India,35,CRM/Marketing,,,,,,
Male,Germany,25,,,,,,,
Male,Russia,27,Technology,,,,,,
Male,Philippines,37,Telecommunications,,,,,,
Male,India,25,Technology,,,,,,
Male,India,27,Financial,,,,,,
Male,United Kingdom,24,Internet-based,,,,,,
Male,India,21,,,,,,,
Male,India,32,CRM/Marketing,,,,,,
Male,France,51,Financial,,,,,,
Male,Canada,49,Technology,,,,,,
Female,France,58,,,,,,,
Male,Belgium,32,Academic,,,,,,
Male,Germany,41,,,,,,,
Male,South Africa,37,Academic,,,,,,
Male,Poland,31,Telecommunications,,,,,,
Male,India,31,Technology,,,,,,
Male,Russia,19,Internet-based,,,,,,
Male,Russia,22,Other,,,,,,
Female,Singapore,25,Manufacturing,,,,,,
Male,India,27,Internet-based,,,,,,
Male,India,22,,,,,,,
Male,India,30,Technology,,,,,,
Male,India,27,CRM/Marketing,,,,,,
Male,Spain,27,Technology,,,,,,
Male,India,22,Technology,,,,,,
Male,Netherlands,48,Mix of fields,,,,,,
Male,United States,28,,,,,,,
Male,Indonesia,37,,,,,,,
Male,Czech Republic,33,Other,,,,,,
Male,India,40,Financial,,,,,,
Male,Canada,26,Technology,,,,,,
Male,United Kingdom,17,,,,,,,
Male,United Kingdom,29,Technology,,,,,,
Male,Germany,35,,,,,,,
Male,Germany,38,Mix of fields,,,,,,
Male,Australia,27,,,,,,,
Male,Denmark,38,Other,,,,,,
Male,Germany,44,Financial,,,,,,
Male,India,26,Technology,,,,,,
Male,United States,25,Technology,,,,,,
Female,India,28,Mix of fields,,,,,,
Male,Singapore,30,Government,,,,,,
Male,India,55,Technology,,,,,,
Male,India,30,Internet-based,,,,,,
Male,Other,37,Financial,,,,,,
Male,India,37,Technology,,,,,,
Male,Other,39,Academic,,,,,,
Female,Other,23,,,,,,,
Male,India,22,Financial,,,,,,
Male,France,23,,,,,,,
Male,Argentina,37,,,,,,,
Female,India,25,,,,,,,
Male,Russia,24,,,,,,,
Male,Other,29,Academic,,,,,,
Male,Netherlands,34,Technology,,,,,,
Male,Hungary,38,Mix of fields,,,,,,
Male,India,26,Technology,,,,,,
Male,Belarus,22,Internet-based,,,,,,
Male,India,28,Manufacturing,,,,,,
Male,United States,27,Other,,,,,,
Male,Belgium,55,,,,,,,
Male,Pakistan,22,,,,,,,
Male,Pakistan,27,Technology,,,,,,
Male,India,28,Mix of fields,,,,,,
Male,India,27,,,,,,,
Male,Nigeria,33,Telecommunications,,,,,,
Male,India,29,Internet-based,,,,,,
Male,Germany,34,,,,,,,
Male,Japan,62,Academic,,,,,,
Male,Russia,36,,,,,,,
Male,Norway,37,Financial,,,,,,
Male,France,30,Financial,,,,,,
Female,India,35,Non-profit,,,,,,
Male,Other,27,Other,,,,,,
Female,Spain,42,Insurance,,,,,,
Male,Iran,21,Internet-based,,,,,,
Female,Germany,26,,,,,,,
Male,Ukraine,34,,,,,,,
Male,France,21,,,,,,,
Male,Russia,29,Telecommunications,,,,,,
Female,South Africa,25,Financial,,,,,,
Male,Russia,20,,,,,,,
Female,Belarus,22,Internet-based,,,,,,
Male,Other,27,Financial,,,,,,
Male,India,20,,,,,,,
Male,Czech Republic,25,CRM/Marketing,,,,,,
Male,France,30,Other,,,,,,
Male,Iran,25,Technology,,,,,,
Male,India,27,,,,,,,
Male,Finland,38,Financial,,,,,,
Male,United States,38,Technology,,,,,,
Male,France,35,Technology,,,,,,
Male,Republic of China,33,Internet-based,,,,,,
Male,Sweden,42,Financial,,,,,,
Male,Nigeria,28,Non-profit,,,,,,
Male,Hungary,26,Telecommunications,,,,,,
Male,Denmark,34,Financial,,,,,,
Female,Italy,27,Financial,,,,,,
Male,France,20,,,,,,,
Male,France,23,,,,,,,
Male,Australia,22,Other,,,,,,
Male,Ireland,32,Internet-based,,,,,,
Male,Ukraine,23,Retail,,,,,,
Female,Iran,29,Other,,,,,,
Male,United Kingdom,32,Internet-based,,,,,,
Male,India,20,,,,,,,
Male,France,30,Manufacturing,,,,,,
Male,Sweden,50,Academic,,,,,,
Male,Japan,59,Mix of fields,,,,,,
Male,Denmark,40,Technology,,,,,,
Male,India,24,Financial,,,,,,
Male,Germany,31,Manufacturing,,,,,,
Male,Italy,25,,,,,,,
Male,India,33,Other,,,,,,
Male,Germany,32,Academic,,,,,,
Male,United States,32,Other,,,,,,
Male,Other,23,Technology,,,,,,
Male,United States,30,Technology,,,,,,
Male,Netherlands,30,Mix of fields,,,,,,
Male,France,27,Academic,,,,,,
Male,India,26,,,,,,,
Male,Italy,24,,,,,,,
Male,India,26,,,,,,,
Male,Other,29,Non-profit,,,,,,
Male,Japan,34,,,,,,,
Male,Spain,36,Mix of fields,,,,,,
Female,United States,30,,,,,,,
Male,India,21,,,,,,,
Male,South Korea,29,,,,,,,
Male,Poland,30,Internet-based,,,,,,
Male,South Africa,31,Mix of fields,,,,,,
Male,India,33,Internet-based,,,,,,
Male,United Kingdom,38,Academic,,,,,,
Male,India,26,Technology,,,,,,
Male,Italy,26,,,,,,,
Male,Belgium,35,Non-profit,,,,,,
Male,Singapore,32,Other,,,,,,
Male,Taiwan,40,Non-profit,,,,,,
Male,Pakistan,21,,,,,,,
Male,Spain,20,,,,,,,
Male,India,22,Technology,,,,,,
Male,India,27,Military/Security,,,,,,
Male,Brazil,20,,,,,,,
Male,Other,27,Technology,,,,,,
Male,India,27,Manufacturing,,,,,,
Female,France,50,,,,,,,
Male,South Korea,23,,,,,,,
Female,Italy,25,Academic,,,,,,
Male,Germany,43,Financial,,,,,,
Male,Ukraine,50,Internet-based,,,,,,
Male,Norway,36,,,,,,,
Female,France,45,,,,,,,
Female,India,22,,,,,,,
Male,Singapore,25,Technology,,,,,,
Male,Other,45,,,,,,,
Male,India,40,Technology,,,,,,
Male,Russia,22,Military/Security,,,,,,
Male,Greece,45,Financial,,,,,,
Male,India,23,Technology,,,,,,
Male,Singapore,33,Academic,,,,,,
Female,Other,31,Academic,,,,,,
Male,India,20,,,,,,,
A different identity,United States,31,Academic,,,,,,
Male,Germany,26,,,,,,,
Male,South Korea,56,,,,,,,
Male,Russia,29,Other,,,,,,
Male,Germany,35,Other,,,,,,
Male,Malaysia,26,Mix of fields,,,,,,
Male,Spain,29,Other,,,,,,
Female,India,36,Technology,,,,,,
Male,Turkey,34,,,,,,,
Male,India,21,,,,,,,
Male,Ukraine,28,Internet-based,,,,,,
Male,Japan,46,,,,,,,
Male,Germany,24,Retail,,,,,,
Male,Russia,24,Other,,,,,,
Male,India,19,,,,,,,
Male,Spain,32,Other,,,,,,
Male,People 's Republic of China,23,,,,,,,
Male,Other,22,,,,,,,
Male,Other,33,Insurance,,,,,,
Male,Denmark,30,Telecommunications,,,,,,
Male,Denmark,31,Other,,,,,,
Male,India,21,,,,,,,
Male,Italy,26,Academic,,,,,,
Female,Other,29,Academic,,,,,,
Male,Switzerland,25,Academic,,,,,,
Male,Other,28,Internet-based,,,,,,
Male,France,39,Mix of fields,,,,,,
Male,Czech Republic,25,Telecommunications,,,,,,
Female,Israel,31,Academic,,,,,,
Male,France,25,CRM/Marketing,,,,,,
Female,Australia,33,,,,,,,
Male,France,43,,,,,,,
A different identity,Other,1,,,,,,,
Male,Italy,26,Technology,,,,,,
Male,Taiwan,22,,,,,,,
Male,India,43,Telecommunications,,,,,,
Female,Russia,21,Mix of fields,,,,,,
Male,Germany,33,Retail,,,,,,
Male,Malaysia,49,,,,,,,
Male,People 's Republic of China,24,,,,,,,
Male,Other,34,Technology,,,,,,
Female,Egypt,31,Telecommunications,,,,,,
Male,Germany,33,Academic,,,,,,
Male,Other,27,Internet-based,,,,,,
Male,Ukraine,24,Telecommunications,,,,,,
Male,Sweden,42,Technology,,,,,,
Male,India,37,Other,,,,,,
Male,United States,66,,,,,,,
Male,Taiwan,25,Technology,,,,,,
Female,Singapore,25,Hospitality/Entertainment/Sports,,,,,,
Male,People 's Republic of China,34,Mix of fields,,,,,,
Female,Spain,47,Retail,,,,,,
Male,Egypt,48,Academic,,,,,,
Male,United States,36,Other,,,,,,
Male,Pakistan,25,Mix of fields,,,,,,
Male,Japan,29,Manufacturing,,,,,,
Male,France,27,Financial,,,,,,
Male,India,21,,,,,,,
Male,Taiwan,25,Academic,,,,,,
Male,Ukraine,35,CRM/Marketing,,,,,,
Male,New Zealand,27,,,,,,,
Female,Italy,24,,,,,,,
Male,India,36,Telecommunications,,,,,,
Male,Hungary,25,,,,,,,
Male,Germany,29,Financial,,,,,,
Male,Portugal,47,,,,,,,
Male,South Korea,25,,,,,,,
Male,Brazil,41,,,,,,,
Male,India,26,Retail,,,,,,
Male,France,26,Technology,,,,,,
Male,Chile,40,Mix of fields,,,,,,
Male,Italy,44,,,,,,,
Male,Poland,25,Mix of fields,,,,,,
Female,Germany,33,Technology,,,,,,
Male,Hong Kong,29,Retail,,,,,,
Male,India,23,Technology,,,,,,
Male,Germany,10,,,,,,,
Male,Denmark,33,Telecommunications,,,,,,
Male,Poland,25,Other,,,,,,
Male,United Kingdom,32,Government,,,,,,
Male,Russia,29,Insurance,,,,,,
Male,Taiwan,27,Technology,,,,,,
Female,Switzerland,23,,,,,,,
Male,Japan,22,,,,,,,
Male,United Kingdom,52,Other,,,,,,
Male,Italy,33,Government,,,,,,
Male,Russia,18,Mix of fields,,,,,,
Male,Turkey,28,CRM/Marketing,,,,,,
Male,India,37,Academic,,,,,,
Male,Switzerland,34,Technology,,,,,,
Male,Spain,46,Telecommunications,,,,,,
Male,India,21,,,,,,,
Male,South Africa,27,Academic,,,,,,
Male,Netherlands,26,Financial,,,,,,
Male,France,49,Mix of fields,,,,,,
Male,People 's Republic of China,24,,,,,,,
Male,Brazil,25,,,,,,,
Male,Other,37,Academic,,,,,,
Female,Australia,25,,,,,,,
Male,Italy,26,Academic,,,,,,
Male,Australia,32,Mix of fields,,,,,,
Female,United States,32,,,,,,,
Male,Germany,27,Academic,,,,,,
Male,Germany,65,Manufacturing,,,,,,
Male,Ukraine,22,Mix of fields,,,,,,
Female,Singapore,32,CRM/Marketing,,,,,,
Male,Hungary,27,Telecommunications,,,,,,
Male,Spain,28,Other,,,,,,
Male,Spain,42,Technology,,,,,,
Male,Pakistan,28,,,,,,,
Male,Taiwan,51,Insurance,,,,,,
Male,Australia,53,Telecommunications,,,,,,
Female,Japan,21,Academic,,,,,,
Male,Ireland,30,Pharmaceutical,,,,,,
Male,Italy,41,Technology,,,,,,
Male,India,20,,,,,,,
Male,Singapore,26,Academic,,,,,,
Female,Denmark,27,Government,,,,,,
Male,Japan,27,Academic,,,,,,
Male,New Zealand,60,Mix of fields,,,,,,
Female,France,48,Academic,,,,,,
Male,India,21,,,,,,,
Male,Greece,29,Academic,,,,,,
Male,India,24,Technology,,,,,,
Male,France,35,Technology,,,,,,
Male,United Kingdom,30,Academic,,,,,,
Female,Pakistan,22,Technology,,,,,,
Female,Germany,32,,,,,,,
Male,France,27,CRM/Marketing,,,,,,
Male,India,30,Mix of fields,,,,,,
Male,Italy,26,Financial,,,,,,
Male,Switzerland,59,Insurance,,,,,,
Male,People 's Republic of China,21,,,,,,,
Female,Australia,22,,,,,,,
Female,France,26,Technology,,,,,,
Male,Other,36,Academic,,,,,,
Male,Belgium,27,Mix of fields,,,,,,
Female,Russia,25,Mix of fields,,,,,,
Male,Australia,52,Telecommunications,,,,,,
Female,India,38,Technology,,,,,,
Male,Other,35,Internet-based,,,,,,
Male,Finland,36,Academic,,,,,,
Male,France,26,Government,,,,,,
Male,India,30,Internet-based,,,,,,
Male,India,26,,,,,,,
Male,Romania,30,Academic,,,,,,
,,NA,,,,,,,
Female,United States,29,Insurance,,,,,,
Male,Switzerland,23,,,,,,,
Male,India,24,,,,,,,
Male,India,41,Other,,,,,,
Male,United Kingdom,60,,,,,,,
Male,United States,38,Manufacturing,,,,,,
Male,Poland,28,,,,,,,
Female,South Africa,28,,,,,,,
Male,New Zealand,34,Mix of fields,,,,,,
Male,Spain,42,Mix of fields,,,,,,
Female,India,21,,,,,,,
Male,Russia,24,Other,,,,,,
Male,People 's Republic of China,23,,,,,,,
Male,Belgium,26,Manufacturing,,,,,,
Male,Pakistan,21,Technology,,,,,,
Male,Singapore,47,Military/Security,,,,,,
Male,India,30,Insurance,,,,,,
Male,India,29,,,,,,,
Female,France,32,CRM/Marketing,,,,,,
Male,Spain,41,Mix of fields,,,,,,
Male,Switzerland,29,Academic,,,,,,
Female,United Kingdom,53,,,,,,,
Male,Indonesia,24,,,,,,,
Male,India,35,Other,,,,,,
Male,Italy,24,,,,,,,
Male,Other,24,Academic,,,,,,
Female,Netherlands,24,,,,,,,
Female,Netherlands,34,Financial,,,,,,
Female,United Kingdom,33,Government,,,,,,
Male,Spain,24,Technology,,,,,,
Female,United Kingdom,34,Academic,,,,,,
Male,Kenya,24,Other,,,,,,
Male,Taiwan,42,Internet-based,,,,,,
Male,South Korea,29,,,,,,,
Male,Malaysia,26,,,,,,,
Male,Other,42,Academic,,,,,,
Male,India,31,Telecommunications,,,,,,
Male,Italy,36,Academic,,,,,,
Female,India,30,,,,,,,
Male,Belgium,20,,,,,,,
Male,United States,50,Academic,,,,,,
Male,Germany,28,Technology,,,,,,
Male,United Kingdom,37,Technology,,,,,,
Male,People 's Republic of China,27,Academic,,,,,,
Male,United States,49,Non-profit,,,,,,
Male,Pakistan,24,Technology,,,,,,
Female,Malaysia,24,,,,,,,
Male,Netherlands,41,,,,,,,
Male,India,32,Mix of fields,,,,,,
Male,Israel,46,Manufacturing,,,,,,
Male,India,25,Financial,,,,,,
Male,Germany,27,,,,,,,
Male,Russia,25,Internet-based,,,,,,
Male,Russia,36,Retail,,,,,,
Male,Spain,44,Academic,,,,,,
Male,People 's Republic of China,25,Technology,,,,,,
Male,Russia,34,Technology,,,,,,
Male,Germany,29,,,,,,,
Male,United Kingdom,40,,,,,,,
Female,Iran,24,Technology,,,,,,
Female,India,23,Other,,,,,,
Male,Ukraine,33,Other,,,,,,
Male,India,26,Technology,,,,,,
Male,Netherlands,NA,Government,,,,,,
Male,India,19,,,,,,,
Male,France,24,Technology,,,,,,
Male,India,20,,,,,,,
Male,Indonesia,33,Academic,,,,,,
Male,Italy,35,Academic,,,,,,
Male,United States,58,Internet-based,,,,,,
Male,France,31,Other,,,,,,
Male,South Africa,37,Non-profit,,,,,,
Male,Russia,30,Technology,,,,,,
Male,Spain,27,Academic,,,,,,
Male,Russia,NA,,,,,,,
Male,Russia,30,Mix of fields,,,,,,
Female,India,36,Technology,,,,,,
Male,Australia,30,,,,,,,
Male,Spain,28,Other,,,,,,
Male,India,29,Mix of fields,,,,,,
Male,Sweden,20,,,,,,,
Male,India,29,,,,,,,
Male,Germany,34,Technology,,,,,,
Male,Portugal,46,Non-profit,,,,,,
Female,United States,23,Internet-based,,,,,,
Male,Greece,50,Academic,,,,,,
Male,Denmark,30,Financial,,,,,,
Male,Other,26,Financial,,,,,,
Male,Japan,28,,,,,,,
Male,South Korea,32,Internet-based,,,,,,
Male,United Kingdom,39,Technology,,,,,,
Male,Poland,27,CRM/Marketing,,,,,,
Male,Finland,39,,,,,,,
Female,Other,29,CRM/Marketing,,,,,,
Female,Russia,21,Technology,,,,,,
Male,Germany,35,Other,,,,,,
Male,Russia,23,,,,,,,
Female,Pakistan,30,,,,,,,
Male,Portugal,32,Technology,,,,,,
Male,United Kingdom,24,Financial,,,,,,
A different identity,South Africa,38,Financial,,,,,,
Male,France,29,Mix of fields,,,,,,
Male,People 's Republic of China,27,Other,,,,,,
Male,Italy,35,Insurance,,,,,,
Male,New Zealand,53,,,,,,,
Male,India,42,Academic,,,,,,
Male,New Zealand,38,Academic,,,,,,
Male,Japan,37,Other,,,,,,
Male,Israel,52,Manufacturing,,,,,,
Male,India,35,Financial,,,,,,
Male,India,33,,,,,,,
Male,India,29,Other,,,,,,
Female,France,25,Insurance,,,,,,
Male,Belgium,36,Mix of fields,,,,,,
Male,United States,25,,,,,,,
Male,Russia,33,Retail,,,,,,
Male,United Kingdom,52,,,,,,,
Male,Germany,40,Government,,,,,,
Male,Russia,NA,Pharmaceutical,,,,,,
Male,Kenya,35,Government,,,,,,
Male,India,23,Other,,,,,,
Male,Other,26,Retail,,,,,,
Male,France,31,,,,,,,
Male,Australia,62,Financial,,,,,,
Female,India,28,Technology,,,,,,
Male,Poland,25,,,,,,,
Male,People 's Republic of China,22,,,,,,,
Male,Poland,36,Telecommunications,,,,,,
Male,United Kingdom,25,Other,,,,,,
Male,Philippines,20,,,,,,,
Male,Russia,30,Retail,,,,,,
Male,Turkey,24,Retail,,,,,,
Male,United States,38,,,,,,,
Male,Australia,25,Government,,,,,,
Male,France,23,Mix of fields,,,,,,
Male,Russia,32,,,,,,,
Male,India,29,,,,,,,
Male,Sweden,39,Technology,,,,,,
Female,Ireland,55,Manufacturing,,,,,,
Male,Italy,27,Academic,,,,,,
Male,France,30,Internet-based,,,,,,
Male,Canada,30,Technology,,,,,,
Male,Russia,36,Telecommunications,,,,,,
Male,France,37,Mix of fields,,,,,,
Male,Other,28,Internet-based,,,,,,
Male,Germany,32,,,,,,,
Male,India,36,Internet-based,,,,,,
Male,India,42,,,,,,,
A different identity,Australia,40,,,,,,,
Male,New Zealand,34,Other,,,,,,
Male,United States,72,,,,,,,
Male,Denmark,46,Academic,,,,,,
Male,Hungary,29,Internet-based,,,,,,
Male,Italy,44,Technology,,,,,,
Male,Russia,26,Internet-based,,,,,,
Female,Russia,21,Internet-based,,,,,,
Female,People 's Republic of China,28,Internet-based,,,,,,
Male,Indonesia,21,,,,,,,
Male,France,19,,,,,,,
Male,Russia,21,,,,,,,
Male,Canada,48,,,,,,,
Male,Japan,23,,,,,,,
Female,India,23,Financial,,,,,,
Male,India,23,Technology,,,,,,
"Non-binary, genderqueer, or gender non-conforming",Poland,44,Government,,,,,,
Male,Switzerland,29,Academic,,,,,,
Male,Indonesia,21,Telecommunications,,,,,,
Male,Spain,37,,,,,,,
Male,United Kingdom,28,,,,,,,
Male,Kenya,31,Financial,,,,,,
Male,South Korea,29,Academic,,,,,,
Male,Singapore,17,,,,,,,
Male,Iran,30,Academic,,,,,,
Male,France,23,Technology,,,,,,
Male,Switzerland,32,Mix of fields,,,,,,
Female,United Kingdom,38,,,,,,,
Male,Israel,34,Academic,,,,,,
Female,Greece,33,Academic,,,,,,
Male,United Kingdom,27,CRM/Marketing,,,,,,
Male,Other,24,Government,,,,,,
Male,India,23,Telecommunications,,,,,,
Male,Russia,29,Internet-based,,,,,,
Female,Pakistan,26,,,,,,,
Female,Spain,31,Financial,,,,,,
Female,Iran,27,,,,,,,
Male,Belgium,27,Academic,,,,,,
Male,Russia,26,Mix of fields,,,,,,
Male,Netherlands,29,Other,,,,,,
Male,India,41,Technology,,,,,,
Male,Ireland,26,Technology,,,,,,
Male,Pakistan,26,,,,,,,
Male,Iran,22,Academic,,,,,,
Female,France,24,Internet-based,,,,,,
Female,Germany,25,Financial,,,,,,
Female,France,35,Mix of fields,,,,,,
Male,United Kingdom,37,Technology,,,,,,
Male,Other,35,Internet-based,,,,,,
Male,Russia,35,,,,,,,
Male,India,25,CRM/Marketing,,,,,,
,,NA,Academic,,,,,,
Male,Ukraine,36,Academic,,,,,,
Male,Norway,36,Technology,,,,,,
Male,Germany,52,Financial,,,,,,
Male,New Zealand,42,Technology,,,,,,
Male,Israel,32,Technology,,,,,,
Male,India,30,Other,,,,,,
Male,India,27,,,,,,,
Female,India,38,Academic,,,,,,
Male,France,27,Hospitality/Entertainment/Sports,,,,,,
Male,Australia,28,Mix of fields,,,,,,
Male,Kenya,24,,,,,,,
Male,Argentina,27,Technology,,,,,,
Male,India,20,,,,,,,
Male,Canada,42,Financial,,,,,,
Male,Romania,32,Technology,,,,,,
Male,Other,22,Other,,,,,,
Male,India,20,,,,,,,
Male,Spain,28,Financial,,,,,,
Male,Norway,25,Other,,,,,,
Male,Spain,41,Technology,,,,,,
Male,India,28,CRM/Marketing,,,,,,
Male,Denmark,39,Internet-based,,,,,,
Male,Czech Republic,32,Financial,,,,,,
